date	een_jaar_geleden_permill	twee_jaar_geleden_permill	drie_jaar_geleden_permill	vier_jaar_geleden_permill	vijf_jaar_geleden_permill	zes_jaar_geleden_permill	zeven_jaar_geleden_permill	acht_jaar_geleden_permill	negen_jaar_geleden_permill	tien_jaar_geleden_permill	elf_jaar_geleden_permill	twaalf_jaar_geleden_permill	dertien_jaar_geleden_permill	veertien_jaar_geleden_permill	vijftien_jaar_geleden_permill	zestien_jaar_geleden_permill	zeventien_jaar_geleden_permill	achttien_jaar_geleden_permill	negentien_jaar_geleden_permill	twintig_jaar_geleden_permill	dertig_jaar_geleden_permill	veertig_jaar_geleden_permill	vijftig_jaar_geleden_permill	zestig_jaar_geleden_permill	zeventig_jaar_geleden_permill	tachtig_jaar_geleden_permill	negentig_jaar_geleden_permill	honderd_jaar_geleden_permill	100_jaar_geleden_permill	honderdtien_jaar_geleden_permill	honderdtwintig_jaar_geleden_permill	honderddertig_jaar_geleden_permill	honderdveertig_jaar_geleden_permill	honderdvijftig_jaar_geleden_permill	honderdzestig_jaar_geleden_permill	honderdzeventig_jaar_geleden_permill	honderdtachtig_jaar_geleden_permill	honderdnegentig_jaar_geleden_permill	tweehonderd_jaar_geleden_permill	200_jaar_geleden_permill	no_words
1969	2.2228033472803346	3.6610878661087867	1.9612970711297073	0.7191422594142259	0.9806485355648537	0.3922594142259414	0.32688284518828453	0.3922594142259414	0.2615062761506276	1.9612970711297073	0.1307531380753138	0.32688284518828453	0.1307531380753138	0.1307531380753138	0.1961297071129707	0.1961297071129707	0.0	0.2615062761506276	0.0	0.7845188284518828	0.1307531380753138	0.2615062761506276	0.5883891213389122	0.0	0.0	0.0	0.0	0.7191422594142259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1307531380753138	0.1307531380753138	15296000
1970	2.59774737286957	2.7244667569119883	1.3305535324453894	0.9503953803181353	1.1404744563817624	0.5702372281908812	0.3167984601060451	0.3801581521272542	0.12671938404241803	1.0771147643605534	0.12671938404241803	0.06335969202120902	0.0	0.06335969202120902	0.1900790760636271	0.12671938404241803	0.0	0.0	0.0	1.0137550723393443	0.06335969202120902	0.3801581521272542	0.3167984601060451	0.0	0.0	0.0	0.0	0.4435178441484632	0.1900790760636271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1900790760636271	0.12671938404241803	15782905
1971	2.802708302658343	3.389321668331019	1.4991230456079507	0.8473304170827548	1.2384059941978725	0.4562548399676372	0.1955377885575588	0.1955377885575588	0.0651792628525196	1.62948157131299	0.0651792628525196	0.1303585257050392	0.0	0.0651792628525196	0.1955377885575588	0.0	0.0651792628525196	0.1303585257050392	0.0651792628525196	0.7169718913777156	0.0	0.2607170514100784	0.1955377885575588	0.0	0.0	0.0	0.0	0.4562548399676372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0651792628525196	0.0	15342303
1972	2.8815382594277708	4.518775906829914	1.1788111061295428	1.2443006120256284	0.4584265412725999	0.5894055530647714	0.32744752948042855	0.2619580235843428	0.0654895058960857	1.5717481415060568	0.0654895058960857	0.32744752948042855	0.0	0.0	0.1964685176882571	0.0	0.0	0.0654895058960857	0.0	0.5239160471686856	0.1964685176882571	0.0	0.32744752948042855	0.0654895058960857	0.0654895058960857	0.0	0.1309790117921714	0.2619580235843428	0.0654895058960857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15269622
1973	2.2054318070070735	3.430671699788781	1.7153358498943905	0.7964059303081098	1.0414539088644512	0.36757196783451224	0.4288339624735976	0.24504797855634147	0.0	2.3892177909243295	0.06126199463908537	0.12252398927817074	0.12252398927817074	0.06126199463908537	0.49009595711268295	0.12252398927817074	0.06126199463908537	0.06126199463908537	0.0	0.36757196783451224	0.30630997319542685	0.18378598391725612	0.30630997319542685	0.06126199463908537	0.06126199463908537	0.0	0.0	0.36757196783451224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16323334
1974	2.541270228511019	3.5808807765382538	1.3861473973696468	1.5016596804837838	1.2706351142555095	0.4042929908994803	0.28878070778534304	0.11551228311413723	0.05775614155706862	1.4439035389267152	0.05775614155706862	0.05775614155706862	0.11551228311413723	0.0	0.3465368493424117	0.0	0.0	0.0	0.0	0.5775614155706861	0.46204913245654894	0.17326842467120585	0.4042929908994803	0.05775614155706862	0.11551228311413723	0.0	0.0	0.6930736986848234	0.05775614155706862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05775614155706862	17314176
1975	2.308266386101579	4.7854303126496145	1.1259836029763801	0.619290981637009	1.520077864018113	0.450393441190552	0.225196720595276	0.337795080892914	0.168897540446457	1.801573764762208	0.112598360297638	0.056299180148819	0.056299180148819	0.056299180148819	0.112598360297638	0.056299180148819	0.0	0.0	0.0	0.675590161785828	0.450393441190552	0.28149590074409503	0.394094261041733	0.0	0.0	0.112598360297638	0.0	0.619290981637009	0.056299180148819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056299180148819	0.0	17762248
1976	4.031153465360328	3.9125901281438478	1.600605052422483	2.015576732680164	0.5928166860824012	0.3556900116494407	0.41497168025768083	0.3556900116494407	0.23712667443296045	2.134140069896644	0.23712667443296045	0.23712667443296045	0.11856333721648023	0.059281668608240114	0.4742533488659209	0.0	0.0	0.0	0.0	0.2964083430412006	0.17784500582472035	0.23712667443296045	0.0	0.059281668608240114	0.059281668608240114	0.0	0.0	0.4742533488659209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11856333721648023	0.17784500582472035	16868621
1977	2.670213218432787	4.259625848452304	2.0344481664249807	1.2715301040156128	1.1443770936140514	0.5721885468070257	0.3178825260039032	0.1271530104015613	0.2543060208031226	1.780142145621858	0.0	0.06357650520078065	0.06357650520078065	0.06357650520078065	0.5086120416062452	0.0	0.0	0.0	0.0	0.7629180624093678	0.5086120416062452	0.06357650520078065	0.5086120416062452	0.1271530104015613	0.06357650520078065	0.0	0.0	0.890071072810929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1271530104015613	0.06357650520078065	15729081
1978	3.0805753359511807	4.556684351094455	1.7970022793048555	2.1178955434664366	1.668644973640223	0.6417865283231626	0.44925056982621386	0.3208932641615813	0.0	2.6313247661249664	0.1925359584969488	0.3208932641615813	0.06417865283231626	0.0	0.12835730566463252	0.0	0.0	0.0	0.0	0.8343224868201115	0.3208932641615813	0.06417865283231626	0.12835730566463252	0.06417865283231626	0.12835730566463252	0.0	0.0	0.44925056982621386	0.06417865283231626	0.0	0.0	0.0	0.0	0.06417865283231626	0.0	0.0	0.0	0.0	0.0	0.06417865283231626	15581505
1979	2.337704545988714	4.10677825646666	2.716791769662559	1.8954361183692274	0.8213556512933319	0.25272481578256367	0.25272481578256367	0.25272481578256367	0.0	3.095878993336405	0.3159060197282046	0.25272481578256367	0.18954361183692275	0.06318120394564092	0.3790872236738455	0.06318120394564092	0.0	0.06318120394564092	0.06318120394564092	1.0740804670758957	0.25272481578256367	0.4422684276194864	0.3790872236738455	0.12636240789128184	0.0	0.0	0.0	0.8845368552389729	0.06318120394564092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06318120394564092	0.06318120394564092	15827492
1980	2.6264132672695237	3.825428019718654	1.712878217784472	2.8547970296407867	1.8270700989701034	0.6851512871137887	0.28547970296407865	0.6280553465209731	0.22838376237126293	3.48285237616176	0.11419188118563146	0.34257564355689435	0.17128782177844717	0.22838376237126293	0.6280553465209731	0.0	0.05709594059281573	0.0	0.0	0.7422472277066045	0.34257564355689435	0.11419188118563146	0.17128782177844717	0.05709594059281573	0.05709594059281573	0.05709594059281573	0.05709594059281573	0.7993431682994202	0.05709594059281573	0.0	0.0	0.0	0.0	0.05709594059281573	0.0	0.0	0.0	0.0	0.0	0.0	17514380
1981	3.290349288422928	3.624961080465938	1.95190212025089	1.3942158001792069	1.226909904157702	0.8365294801075241	0.613454952078851	0.4461490560573462	0.16730589602150484	3.7364983444802746	0.05576863200716828	0.2788431600358414	0.2788431600358414	0.11153726401433656	0.16730589602150484	0.2230745280286731	0.0	0.05576863200716828	0.0	0.8922981121146925	0.2230745280286731	0.11153726401433656	0.33461179204300967	0.2230745280286731	0.0	0.0	0.0	0.8922981121146925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17931227
1982	2.911365857934288	5.4068223075922495	1.6116489570707666	1.6116489570707666	0.6238641124144902	0.9357961686217355	0.5718754363799494	0.9877848446562765	0.15596602810362256	2.963354533968829	0.05198867603454086	0.15596602810362256	0.05198867603454086	0.0	0.6238641124144902	0.10397735206908172	0.0	0.0	0.05198867603454086	1.3517055768980624	0.363920732241786	0.5718754363799494	0.5198867603454086	0.20795470413816344	0.0	0.05198867603454086	0.0	0.5198867603454086	0.05198867603454086	0.0	0.0	0.0	0.0	0.15596602810362256	0.0	0.0	0.0	0.0	0.0	0.0	19234958
1983	3.2361900981212837	5.123967655358699	1.456285544154578	1.8338410556020608	0.2696825081767737	0.4314920130828378	0.3236190098121284	0.4314920130828378	0.2157460065414189	4.207047127557669	0.1618095049060642	0.37755551144748306	0.0	0.10787300327070945	0.3236190098121284	0.10787300327070945	0.053936501635354725	0.053936501635354725	0.0	1.402349042519223	0.3236190098121284	0.10787300327070945	0.6472380196242568	0.10787300327070945	0.0	0.10787300327070945	0.0	1.3484125408838683	0.10787300327070945	0.0	0.0	0.0	0.0	0.053936501635354725	0.0	0.0	0.0	0.0	0.053936501635354725	0.1618095049060642	18540320
1984	3.5142718306299883	7.348022918589976	1.4376566579849954	2.981806401746657	0.7986981433249974	0.5857119717716648	0.4259723431066653	0.8519446862133306	0.31947925732999893	4.632449231284985	0.21298617155333266	0.4259723431066653	0.21298617155333266	0.10649308577666633	0.8519446862133306	0.10649308577666633	0.15973962866499947	0.0	0.053246542888333165	1.1181774006549963	0.4259723431066653	0.3727258002183321	0.3727258002183321	0.15973962866499947	0.053246542888333165	0.15973962866499947	0.0	1.4909032008733285	0.15973962866499947	0.0	0.053246542888333165	0.0	0.0	0.053246542888333165	0.0	0.0	0.0	0.0	0.4259723431066653	0.053246542888333165	18780562
1985	2.502655112776279	4.698862660722809	1.991909171393365	1.2257902593189938	1.0214918827658281	0.8171935062126626	0.4085967531063313	0.4596713472446227	0.10214918827658283	4.903161037275975	0.10214918827658283	0.20429837655316566	0.10214918827658283	0.0	0.9193426944892454	0.15322378241487422	0.10214918827658283	0.051074594138291414	0.0	1.481163230010451	0.5618205355212056	1.1747156651807023	0.6128951296594969	0.051074594138291414	0.0	0.0	0.051074594138291414	1.1236410710424112	0.20429837655316566	0.0	0.0	0.0	0.0	0.051074594138291414	0.0	0.0	0.0	0.0	0.051074594138291414	0.0	19579206
