date,een_jaar_geleden_permill,twee_jaar_geleden_permill,drie_jaar_geleden_permill,vier_jaar_geleden_permill,vijf_jaar_geleden_permill,zes_jaar_geleden_permill,zeven_jaar_geleden_permill,acht_jaar_geleden_permill,negen_jaar_geleden_permill,tien_jaar_geleden_permill,elf_jaar_geleden_permill,twaalf_jaar_geleden_permill,dertien_jaar_geleden_permill,veertien_jaar_geleden_permill,vijftien_jaar_geleden_permill,zestien_jaar_geleden_permill,zeventien_jaar_geleden_permill,achttien_jaar_geleden_permill,negentien_jaar_geleden_permill,twintig_jaar_geleden_permill,dertig_jaar_geleden_permill,veertig_jaar_geleden_permill,vijftig_jaar_geleden_permill,zestig_jaar_geleden_permill,zeventig_jaar_geleden_permill,tachtig_jaar_geleden_permill,negentig_jaar_geleden_permill,honderd_jaar_geleden_permill,honderdtien_jaar_geleden_permill,honderdtwintig_jaar_geleden_permill,honderddertig_jaar_geleden_permill,honderdveertig_jaar_geleden_permill,honderdvijftig_jaar_geleden_permill,honderdzestig_jaar_geleden_permill,honderdzeventig_jaar_geleden_permill,honderdtachtig_jaar_geleden_permill,honderdnegentig_jaar_geleden_permill,tweehonderd_jaar_geleden_permill,no_words
1954,2.814467761824598,1.455759187150654,0.09705061247671028,0.48525306238355137,0.48525306238355137,0.19410122495342055,0.29115183743013084,0.3882024499068411,0.0,1.1646073497205234,0.09705061247671028,0.0,0.0,0.09705061247671028,0.09705061247671028,0.0,0.09705061247671028,0.09705061247671028,0.0,0.7764048998136822,0.29115183743013084,0.19410122495342055,1.9410122495342055,0.0,0.0,0.09705061247671028,0.0,0.6793542873369719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10303902
1955,1.5506286455279454,2.6877563189151057,0.4135009721407855,0.20675048607039276,0.827001944281571,0.20675048607039276,1.0337524303519638,0.0,0.0,1.3438781594575528,0.10337524303519638,0.0,0.0,0.0,0.10337524303519638,0.10337524303519638,0.0,0.0,0.0,1.2405029164223564,0.6202514582111782,0.6202514582111782,0.4135009721407855,0.10337524303519638,0.20675048607039276,0.0,0.0,0.5168762151759819,0.0,0.0,0.10337524303519638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9673496
1956,1.5042167708737906,1.704779006990296,1.002811180582527,0.2005622361165054,0.6016867083495162,0.6016867083495162,0.1002811180582527,0.2005622361165054,0.0,0.4011244722330108,0.0,0.3008433541747581,0.0,0.0,0.0,0.1002811180582527,0.0,0.0,0.0,0.701967826407769,0.2005622361165054,0.3008433541747581,1.002811180582527,0.3008433541747581,0.3008433541747581,0.0,0.2005622361165054,0.701967826407769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9971967
1962,0.9147469558364744,2.103917998423891,1.1891710425874167,1.0062216514201219,0.4573734779182372,0.27442408675094226,0.0,0.09147469558364744,0.09147469558364744,1.738019216089301,0.3658987823345898,0.1829493911672949,0.4573734779182372,0.09147469558364744,0.3658987823345898,0.0,0.09147469558364744,0.0,0.0,0.5488481735018845,0.5488481735018845,0.4573734779182372,0.4573734779182372,0.09147469558364744,0.09147469558364744,0.09147469558364744,0.0,0.5488481735018845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10931985
1963,1.5193912305802808,1.0129274870535205,0.7090492409374645,0.6077564922321123,0.6077564922321123,0.4051709948214082,0.4051709948214082,0.2025854974107041,0.2025854974107041,1.620683979285633,0.0,0.5064637435267603,0.10129274870535206,0.0,0.3038782461160561,0.2025854974107041,0.10129274870535206,0.0,0.0,0.5064637435267603,0.8103419896428165,1.1142202357588726,0.8103419896428165,0.4051709948214082,0.10129274870535206,0.0,0.0,0.5064637435267603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9872375
1964,1.9132712037483957,2.4447354270118393,1.0629284465268865,0.42517137861075466,1.1692212911795752,0.318878533958066,0.21258568930537733,0.318878533958066,0.0,2.019564048401085,0.0,0.0,0.10629284465268866,0.0,0.21258568930537733,0.10629284465268866,0.10629284465268866,0.0,0.0,0.9566356018741978,0.8503427572215093,0.8503427572215093,0.637757067916132,0.10629284465268866,0.0,0.0,0.0,0.7440499125688206,0.0,0.0,0.10629284465268866,0.0,0.0,0.0,0.0,0.0,0.0,0.10629284465268866,9407971
1965,3.103279200650447,2.643534133887418,0.9194901335260585,1.0344264002168158,0.6896176001445439,0.34480880007227194,0.6896176001445439,0.45974506676302923,0.0,2.643534133887418,0.34480880007227194,0.6896176001445439,0.0,0.0,0.45974506676302923,0.11493626669075731,0.0,0.0,0.0,0.9194901335260585,0.6896176001445439,0.5746813334537865,0.45974506676302923,0.34480880007227194,0.0,0.0,0.0,0.34480880007227194,0.0,0.0,0.11493626669075731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8700474
1966,2.132995885899988,3.031099416805246,1.6839441204473589,1.23489235499473,0.898103530905258,0.6735776481789436,0.6735776481789436,0.2245258827263145,0.0,1.1226294136315724,0.0,0.0,0.11226294136315725,0.0,0.2245258827263145,0.11226294136315725,0.0,0.11226294136315725,0.0,0.7858405895421008,0.11226294136315725,0.3367888240894718,0.3367888240894718,0.0,0.0,0.0,0.0,0.2245258827263145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11226294136315725,8907659
1967,2.4135224837720783,2.715212794243588,0.8045074945906928,0.9050709314145293,0.8045074945906928,1.005634368238366,0.1005634368238366,0.1005634368238366,0.0,1.6090149891813856,0.0,0.4022537472953464,0.0,0.0,0.4022537472953464,0.0,0.0,0.1005634368238366,0.0,0.7039440577668562,0.1005634368238366,0.3016903104715098,0.3016903104715098,0.1005634368238366,0.0,0.0,0.0,0.2011268736476732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9943972
1968,1.6159260826931994,3.1308567852180738,0.9089584215149246,2.120902983534824,1.0099538016832497,0.20199076033664992,0.10099538016832496,0.40398152067329984,0.0,2.3228937438714743,0.10099538016832496,0.20199076033664992,0.0,0.0,0.5049769008416248,0.0,0.10099538016832496,0.0,0.10099538016832496,0.7069676611782747,0.40398152067329984,0.3029861405049749,0.3029861405049749,0.10099538016832496,0.10099538016832496,0.0,0.10099538016832496,0.7069676611782747,0.0,0.0,0.10099538016832496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9901443
